RowNumber,LeadId,Surname,months_since_lead_gen,lead_gen_channel,Gender,Age,City,airline_loyalty_tier,no_of_family_members,is_6M_enquiry,is_3M_active,Converted_y_N
2431,15689351,Johnson,5,Direct,Female,41,Delhi,None,1,1,0,1
2432,15782247,Yeh,3,Networks,Male,22,Delhi,None,3,1,1,1
2433,15769064,Marshall,3,Direct,Male,39,Chandigarh,Silver,1,0,1,1
2434,15718153,Kao,5,Organic,Female,74,New Delhi,Silver,1,1,1,0
2435,15613189,Browne,5,Networks,Female,52,Bangalore,None,1,0,1,1
2436,15661734,Taylor,4,Direct,Male,42,Mumbai,Silver,2,0,1,0
2437,15592645,Gibbons,5,Organic,Male,37,Delhi,None,2,0,0,0
2438,15768387,Nott,3,Networks,Male,41,Mumbai,None,2,0,0,0
2439,15792525,Lei,4,Direct,Female,61,Hyderabad,None,1,1,1,1
2440,15586976,Alexeeva,3,Networks,Female,42,New Delhi,None,1,0,1,1
2441,15790659,Sheets,5,Organic,Male,59,Surat,None,2,1,0,0
2442,15691446,Tokaryev,5,Organic,Male,29,Cochin,None,2,1,1,0
2443,15772632,Ts'ui,4,Networks,Female,34,Hyderabad,None,2,0,1,0
2444,15706587,Johnston,3,Networks,Male,57,Kolkata,None,2,1,0,0
2445,15572461,Kung,4,Direct,Female,29,Delhi,None,2,0,0,0
2446,15654409,Unwin,4,Networks,Female,34,Chennai,None,1,1,1,0
2447,15568025,Hsueh,5,Networks,Male,51,Mumbai,None,1,1,1,0
2448,15715769,Hao,4,Networks,Male,26,Bangalore,None,1,1,0,0
2449,15667458,L?,5,Direct,Male,28,Cochin,Base,1,0,1,0
2450,15567980,Frater,3,Direct,Female,46,Chennai,None,1,1,0,1
2451,15679294,Brennan,3,Networks,Female,46,Cochin,Base,2,0,1,0
2452,15606507,Pisani,3,Networks,Male,24,Chennai,None,2,0,1,0
2453,15578825,Golubev,5,Networks,Female,29,Kolkata,Silver,1,0,1,0
2454,15619935,Vanmeter,5,Organic,Female,59,Ahmedabad,Silver,1,1,1,0
2455,15636089,Hs?,4,Direct,Female,51,Hyderabad,Silver,1,0,0,1
2456,15727490,Scott,4,Networks,Male,47,Chennai,None,1,1,0,1
2457,15591766,Crawford,4,Organic,Female,25,Delhi,Base,1,1,0,0
2458,15641629,P'eng,3,Organic,Female,38,Hyderabad,None,2,1,0,0
2459,15813303,Rearick,3,Organic,Male,88,Cochin,None,2,1,1,0
2460,15756920,Genovesi,3,Networks,Male,63,Ahmedabad,None,1,0,0,1
2461,15726403,Glenny,4,Direct,Male,41,Hyderabad,Silver,1,0,1,1
2462,15592765,Marks,4,Networks,Male,40,Mumbai,Base,1,1,1,0
2463,15704442,Fleming,4,Networks,Female,53,Ahmedabad,Platinum,4,1,1,1
2464,15641136,Davison,4,Networks,Male,32,Bangalore,None,2,1,0,0
2465,15725818,Chibuzo,3,Direct,Male,40,Delhi,Base,1,1,1,0
2466,15612071,Wilson,5,Organic,Female,32,Cochin,None,1,1,0,0
2467,15719809,Endrizzi,3,Direct,Male,32,Chandigarh,Silver,2,0,0,0
2468,15716518,Yuryeva,4,Networks,Female,27,Delhi,None,2,0,0,0
2469,15742210,Ugochukwu,4,Networks,Male,38,Ahmedabad,None,1,1,1,0
2470,15630617,Lo Duca,5,Direct,Male,36,New Delhi,Silver,1,1,1,1
2471,15720838,Gallo,4,Organic,Female,31,Chandigarh,Silver,1,1,0,0
2472,15595537,Trout,4,Direct,Male,49,Ahmedabad,Platinum,2,0,1,0
2473,15623196,Morley,4,Networks,Male,38,New Delhi,Gold,1,1,1,0
2474,15679249,Chou,1,Direct,Female,57,Delhi,Platinum,1,0,1,1
2475,15693199,Shao,5,Networks,Female,37,Mumbai,None,2,0,1,1
2476,15661219,Trentino,4,Networks,Male,32,Cochin,None,2,0,1,0
2477,15617136,Mazzanti,2,Direct,Female,38,Ahmedabad,None,1,1,1,0
2478,15760294,Endrizzi,3,Networks,Female,41,Mumbai,Silver,1,0,1,1
2479,15652808,Monaldo,5,Networks,Female,41,Chennai,Silver,1,0,1,0
2480,15657139,Otutodilinna,4,Networks,Female,40,Mumbai,None,2,1,0,0
2481,15803790,Allen,4,Direct,Male,37,Bangalore,None,2,1,1,0
2482,15764105,Milne,2,Networks,Female,57,Hyderabad,None,2,0,1,0
2483,15672610,Somadina,3,Organic,Male,40,Delhi,Base,1,0,0,0
2484,15766896,Chieloka,5,Networks,Male,37,Chandigarh,None,2,0,1,0
2485,15587735,Chukwuebuka,6,Networks,Male,39,New Delhi,None,1,1,1,0
2486,15659501,Chioke,5,Networks,Female,38,New Delhi,Silver,1,1,0,0
2487,15745001,Kovalev,4,Organic,Female,36,Surat,None,2,0,1,0
2488,15651140,Doherty,5,Networks,Female,32,Chandigarh,None,1,0,1,0
2489,15571148,Baranov,4,Organic,Female,21,Hyderabad,None,2,0,0,0
2490,15776824,Rossi,5,Networks,Male,28,New Delhi,Base,1,1,1,0
2491,15633141,Robinson,4,Direct,Female,35,Delhi,Platinum,1,0,1,0
2492,15764174,Bidencope,4,Organic,Female,26,Delhi,None,2,1,1,0
2493,15778155,T'ien,3,Direct,Female,31,Chandigarh,Base,1,1,1,1
2494,15715920,De Bernales,5,Organic,Male,23,Cochin,None,1,1,1,0
2495,15671917,Wade,4,Networks,Male,46,Chennai,Base,1,1,1,0
2496,15666548,Chung,2,Direct,Female,56,Bangalore,Base,3,0,1,1
2497,15625623,Stevenson,3,Networks,Female,45,Delhi,None,2,1,0,0
2498,15748123,Chienezie,4,Networks,Male,20,Chandigarh,None,2,1,1,0
2499,15648735,Cashin,5,Networks,Male,37,Mumbai,None,2,1,1,0
2500,15634974,Seppelt,4,Networks,Female,37,Mumbai,None,4,1,0,1
2501,15713378,Brownless,5,Networks,Male,38,Cochin,None,2,0,0,0
2502,15753370,McDonald,4,Direct,Female,38,Chennai,Base,1,0,1,0
2503,15782659,Mamelu,3,Networks,Male,32,Kolkata,None,1,0,1,0
2504,15583364,McGregor,2,Networks,Female,32,New Delhi,Base,1,0,0,0
2505,15625942,McDonald,4,Organic,Female,45,Kolkata,None,2,0,0,0
2506,15720284,Crawford,4,Direct,Female,37,Delhi,Silver,1,0,0,0
2507,15679642,Feng,4,Organic,Male,44,Mumbai,None,2,1,1,0
2508,15628007,Genovese,4,Networks,Male,33,Hyderabad,None,2,0,0,0
2509,15661974,Pirozzi,4,Networks,Male,46,Bangalore,None,1,1,1,0
2510,15689341,Gibbs,4,Networks,Female,50,Cochin,None,4,0,1,1
2511,15607993,Milne,4,Networks,Female,52,Bangalore,None,1,1,1,0
2512,15693267,Dickson,4,Direct,Female,34,Surat,Base,1,0,1,0
2513,15769522,O'Connor,5,Networks,Male,51,Hyderabad,Base,1,1,1,0
2514,15755825,McGuirk,4,Networks,Male,39,Cochin,None,2,0,1,0
2515,15598175,Toscani,3,Direct,Female,26,Delhi,None,2,0,1,0
2516,15744327,Ruth,3,Networks,Male,40,Delhi,None,1,0,1,1
2517,15798666,Hughes,6,Networks,Female,36,New Delhi,None,2,1,1,0
2518,15577064,Onyekaozulu,3,Direct,Male,36,Bangalore,None,2,0,1,0
2519,15759436,Aksenov,5,Networks,Female,50,Bangalore,None,3,1,1,1
2520,15690231,K'ung,4,Organic,Female,62,Kolkata,Platinum,2,1,1,0
2521,15751561,Meng,2,Direct,Male,61,Surat,None,1,0,1,1
2522,15739068,Nwoye,4,Direct,Male,25,Delhi,Gold,2,1,1,0
2523,15758056,Calabresi,3,Networks,Male,35,Hyderabad,None,2,0,0,0
2524,15742269,Milano,5,Networks,Female,24,Hyderabad,None,2,0,1,0
2525,15726490,Kirby,5,Organic,Male,52,Delhi,None,1,1,1,1
2526,15738411,Ho,3,Networks,Male,34,Cochin,None,1,1,0,0
2527,15727919,Chukwuemeka,4,Organic,Female,29,New Delhi,None,2,0,0,0
2528,15709396,Hale,6,Networks,Male,42,New Delhi,None,2,1,1,0
2529,15654106,K?,4,Networks,Male,26,Mumbai,Gold,2,1,0,0
2530,15621653,Rice,5,Networks,Female,29,Cochin,None,1,1,1,0
2531,15598086,Brown,4,Networks,Female,45,Chandigarh,None,1,0,1,1
2532,15752300,Sagese,4,Direct,Male,47,Delhi,Gold,1,1,1,0
2533,15658693,Aksyonova,6,Networks,Female,60,Bangalore,None,2,1,0,0
2534,15631838,Findlay,4,Networks,Male,61,Chennai,Base,2,1,0,0
2535,15803804,Walker,5,Direct,Female,35,Chennai,None,1,0,1,0
2536,15578809,Hao,4,Direct,Male,40,Hyderabad,Silver,2,0,0,1
2537,15752026,Hammer,4,Networks,Male,58,Chandigarh,None,1,1,0,1
2538,15723706,Abbott,3,Networks,Female,33,Kolkata,None,1,0,1,0
2539,15752838,Lucas,5,Organic,Male,38,New Delhi,None,2,1,1,0
2540,15569571,Davydova,3,Direct,Female,46,New Delhi,None,2,0,1,1
2541,15769703,West,3,Direct,Female,45,Mumbai,Base,1,0,0,1
2542,15679770,Smith,4,Networks,Female,61,Chandigarh,Silver,4,1,0,1
2543,15791102,Mai,3,Direct,Male,41,Ahmedabad,None,3,1,1,1
2544,15655192,Fiorentino,6,Organic,Female,24,Hyderabad,None,2,1,0,0
2545,15709487,Freeman,4,Direct,Male,34,Chennai,None,2,0,0,0
2546,15687130,Nkemjika,4,Networks,Female,43,Kolkata,None,1,1,1,0
2547,15755178,Ramos,4,Networks,Male,50,Hyderabad,None,3,1,1,1
2548,15634772,Mario,4,Organic,Female,59,Kolkata,Base,1,1,0,0
2549,15617197,Chien,3,Networks,Male,50,Delhi,None,2,1,1,1
2550,15631240,Dubinina,4,Networks,Female,36,Mumbai,None,2,1,1,1
2551,15784301,Wang,6,Networks,Male,42,Kolkata,None,2,0,1,0
2552,15631310,Hsieh,3,Networks,Female,53,Chandigarh,None,1,1,1,0
2553,15756560,Moran,3,Organic,Female,46,Surat,None,2,0,1,0
2554,15732270,Hung,5,Organic,Male,71,Mumbai,None,1,1,1,1
2555,15739357,Moss,5,Organic,Male,30,Bangalore,Silver,1,0,0,0
2556,15771540,Fedorova,5,Networks,Male,38,Ahmedabad,Gold,1,0,1,0
2557,15567486,Li,4,Organic,Female,41,Delhi,None,2,1,1,0
2558,15714634,Nebechi,6,Networks,Male,26,Delhi,None,2,0,1,0
2559,15727021,Obialo,5,Direct,Female,30,Mumbai,Base,2,1,1,0
2560,15650670,Bateson,3,Direct,Female,40,Bangalore,None,2,0,1,0
2561,15711834,Long,4,Organic,Female,30,New Delhi,None,1,0,0,1
2562,15729763,Nelson,4,Organic,Male,34,Hyderabad,Base,1,1,1,0
2563,15646566,Bell,5,Networks,Female,58,Ahmedabad,Platinum,1,1,0,0
2564,15645463,Udinese,6,Networks,Female,27,Chennai,None,2,1,1,0
2565,15672144,Mao,4,Networks,Female,38,New Delhi,Silver,1,1,1,1
2566,15596088,Fanucci,5,Networks,Female,50,Delhi,None,2,1,0,0
2567,15614878,Yeh,4,Direct,Female,29,New Delhi,Platinum,1,1,1,0
2568,15635240,Onuoha,3,Networks,Male,42,Hyderabad,None,2,0,0,0
2569,15775905,Moore,4,Direct,Female,47,New Delhi,Silver,1,1,1,1
2570,15700657,Thornton,4,Direct,Female,40,Bangalore,Base,1,0,1,0
2571,15611905,Warlow-Davies,3,Organic,Female,31,Chennai,Platinum,1,0,1,0
2572,15652527,Champion,4,Networks,Male,44,Surat,Base,1,1,0,0
2573,15785865,Mazzanti,5,Networks,Male,58,Ahmedabad,None,2,1,1,0
2574,15645942,Macleod,4,Organic,Male,40,Bangalore,None,2,1,1,0
2575,15688691,Lei,4,Direct,Female,51,Ahmedabad,Base,2,1,0,1
2576,15592736,Lucchese,3,Direct,Male,54,Chennai,None,1,0,1,1
2577,15673529,Lombardo,4,Organic,Male,36,Delhi,None,2,0,1,0
2578,15724145,William,4,Direct,Male,29,Mumbai,Gold,1,0,1,0
2579,15704629,Wright,3,Networks,Female,32,Hyderabad,Base,1,1,0,0
2580,15597896,Ozoemena,1,Direct,Male,30,Kolkata,Silver,1,0,1,1
2581,15731790,Boyle,4,Direct,Female,38,New Delhi,Silver,1,1,1,1
2582,15634719,Chinwendu,5,Networks,Male,31,Kolkata,None,2,0,1,0
2583,15703205,Uwaezuoke,4,Networks,Female,46,Chennai,Base,2,1,1,0
2584,15567333,Archambault,5,Networks,Female,31,Surat,None,2,0,1,0
2585,15754537,Ko,5,Networks,Male,40,Kolkata,None,1,0,0,0
2586,15612030,Udegbulam,5,Networks,Male,28,Ahmedabad,None,2,1,1,0
2587,15573242,Greene,4,Networks,Male,50,New Delhi,Silver,1,1,1,0
2588,15601892,Hunter,3,Networks,Male,33,Mumbai,None,2,1,0,0
2589,15663885,Blinova,5,Networks,Male,32,Chennai,None,1,1,1,0
2590,15701096,De Garis,5,Networks,Male,44,Mumbai,Base,1,0,1,0
2591,15710450,Okwudiliolisa,6,Organic,Male,22,Surat,Base,1,1,1,0
2592,15790846,Ts'ai,4,Direct,Male,38,Bangalore,Gold,1,1,1,0
2593,15658956,Tuan,3,Direct,Male,40,New Delhi,None,2,1,1,0
2594,15755223,Tseng,4,Direct,Male,53,Surat,Gold,2,0,0,0
2595,15787318,Holmwood,3,Direct,Female,47,New Delhi,None,1,0,1,1
2596,15737310,Thompson,4,Networks,Male,29,Cochin,Silver,1,0,1,0
2597,15763665,Y?,6,Networks,Female,28,Delhi,Silver,2,0,0,0
2598,15668818,Chidubem,3,Organic,Female,40,Bangalore,Platinum,1,1,1,0
2599,15765812,Trevisani,3,Organic,Male,48,Hyderabad,None,2,1,1,0
2600,15704844,Hsiung,3,Organic,Male,62,Surat,None,1,1,0,0
2601,15744582,Randall,4,Networks,Female,24,Cochin,None,3,0,1,1
2602,15616700,Leach,4,Organic,Female,41,Ahmedabad,None,2,1,1,0
2603,15683521,Godfrey,3,Direct,Male,28,Kolkata,Silver,2,0,1,0
2604,15583049,Wallace,4,Direct,Female,34,Surat,Platinum,1,1,0,0
2605,15643752,Wei,3,Networks,Male,25,Chennai,Base,1,0,1,0
2606,15620398,Mitchell,4,Organic,Female,34,Chennai,None,2,0,1,0
2607,15715707,Light,4,Networks,Male,32,Chandigarh,Base,2,1,1,0
2608,15814209,Capon,6,Networks,Male,31,Hyderabad,Base,1,0,1,0
2609,15733768,Hou,3,Networks,Male,32,Hyderabad,None,1,1,1,0
2610,15755242,Rowe,4,Networks,Female,46,Bangalore,None,1,1,1,0
2611,15729412,Holloway,4,Networks,Male,38,Delhi,Base,1,1,1,0
2612,15746564,O'Sullivan,3,Networks,Male,42,Chandigarh,Base,1,1,1,0
2613,15588446,Udinesi,3,Organic,Male,34,Chandigarh,None,2,0,0,0
2614,15665221,Nwebube,4,Networks,Male,26,Surat,Silver,2,1,0,0
2615,15640846,Chibueze,3,Direct,Female,58,Chandigarh,None,4,0,1,1
2616,15700209,Walker,2,Networks,Male,63,Ahmedabad,None,1,1,1,0
2617,15658360,Gregory,5,Organic,Male,35,Ahmedabad,Base,2,0,0,0
2618,15602735,Kuo,4,Direct,Male,45,New Delhi,Gold,4,1,0,1
2619,15724834,Wilson,2,Networks,Female,30,Hyderabad,None,2,0,0,0
2620,15800062,Lanford,6,Organic,Male,49,Mumbai,None,1,0,0,1
2621,15685300,Meng,4,Networks,Male,35,New Delhi,Silver,2,0,1,0
2622,15760102,Yeh,3,Networks,Female,36,Chennai,None,1,0,1,0
2623,15787026,Onwuatuegwu,4,Direct,Male,27,Kolkata,Platinum,2,1,1,0
2624,15653696,Goliwe,3,Networks,Female,28,Ahmedabad,None,2,0,0,0
2625,15788946,Anthony,4,Organic,Female,29,Chandigarh,Base,1,0,0,0
2626,15600724,Scott,3,Direct,Male,29,Chennai,Silver,1,0,1,0
2627,15574324,Genovese,3,Direct,Female,29,Bangalore,Silver,2,1,0,0
2628,15707144,Onyeorulu,3,Direct,Male,25,New Delhi,None,2,0,1,0
2629,15775891,Myers,4,Direct,Male,48,Bangalore,Base,1,1,1,1
2630,15711789,Davey,5,Organic,Female,42,Chandigarh,None,1,0,0,1
2631,15600879,Parsons,3,Direct,Female,36,Chandigarh,Gold,2,0,1,0
2632,15681196,Chikere,4,Networks,Male,35,Hyderabad,Platinum,1,1,1,0
2633,15716000,Hs?eh,4,Organic,Male,48,Bangalore,None,2,1,1,0
2634,15766776,Sal,3,Networks,Male,41,Hyderabad,None,1,1,1,0
2635,15680278,Ts'ai,4,Organic,Female,42,Ahmedabad,None,1,0,1,1
2636,15688637,Witt,3,Networks,Female,27,Delhi,None,2,1,1,0
2637,15591179,Skelton,5,Organic,Male,30,Bangalore,None,2,1,1,0
2638,15677435,Kazantseva,4,Networks,Female,29,Kolkata,None,2,0,1,0
2639,15698619,Bowhay,3,Networks,Male,43,Ahmedabad,None,2,1,1,0
2640,15581036,Beyer,5,Direct,Female,40,Chandigarh,Base,2,0,1,1
2641,15622117,Fries,4,Organic,Female,31,Mumbai,None,2,0,1,0
2642,15599301,Tao,3,Direct,Female,28,New Delhi,Platinum,1,1,0,0
2643,15581548,Kaodilinakachukwu,4,Organic,Female,22,Chennai,None,1,0,1,0
2644,15586870,Ni,4,Networks,Male,27,Delhi,Platinum,1,1,1,0
2645,15735263,Hsueh,5,Networks,Male,27,Chennai,None,1,1,0,0
2646,15765322,Connely,5,Networks,Male,23,Chennai,None,2,1,1,0
2647,15582944,Becker,2,Organic,Female,39,Chennai,None,2,0,1,0
2648,15687162,Clayton,2,Networks,Male,51,Ahmedabad,Base,1,0,0,1
2649,15644962,Connolly,5,Networks,Male,21,Delhi,Silver,1,1,1,0
2650,15612615,Graham,4,Networks,Female,37,New Delhi,None,2,0,1,0
2651,15813439,Ch'ien,3,Networks,Male,33,Chennai,None,1,0,1,0
2652,15604544,Manfrin,6,Direct,Male,40,Delhi,Platinum,2,1,0,0
2653,15761348,Kuo,4,Networks,Female,38,Kolkata,None,2,0,1,0
2654,15785078,Fomin,5,Organic,Male,26,Chandigarh,None,1,0,1,0
2655,15759874,Chamberlain,3,Networks,Male,44,Chandigarh,Gold,1,0,1,1
2656,15643658,Barber,6,Direct,Male,53,Bangalore,None,2,0,1,0
2657,15713267,Zimmer,5,Organic,Female,34,Chennai,None,2,1,0,0
2658,15737782,Brazenor,3,Networks,Male,29,Ahmedabad,None,1,1,1,0
2659,15815490,Cocci,4,Direct,Male,40,Bangalore,Platinum,3,0,0,1
2660,15679410,Caldwell,5,Networks,Female,62,Delhi,Silver,1,0,1,1
2661,15756241,Yirawala,5,Networks,Female,44,Bangalore,Gold,1,1,1,0
2662,15688409,Donaldson,5,Networks,Female,28,Bangalore,Platinum,1,0,1,1
2663,15742272,Ozerova,4,Networks,Female,44,Mumbai,None,1,0,0,1
2664,15717898,Bruce,3,Organic,Male,32,Bangalore,Silver,1,1,0,0
2665,15769582,Kang,3,Networks,Male,29,Chandigarh,None,2,1,1,0
2666,15635660,Rossi,4,Direct,Male,30,Ahmedabad,Silver,1,0,1,1
2667,15576723,Ts'ai,5,Networks,Female,37,Surat,None,2,1,1,0
2668,15591577,Moran,3,Networks,Male,35,Chandigarh,Gold,1,1,1,0
2669,15582325,Jennings,3,Networks,Male,52,Bangalore,None,1,0,1,1
2670,15693947,Tokareva,4,Networks,Female,19,Chennai,None,2,0,1,0
2671,15760446,Pagnotto,3,Networks,Female,64,Ahmedabad,None,1,1,0,1
2672,15611105,Castella,5,Organic,Male,35,Surat,None,2,1,0,0
2673,15630920,Du Cane,5,Networks,Male,34,Bangalore,Gold,2,0,0,0
2674,15574910,Ferguson,4,Networks,Male,50,Bangalore,Base,1,0,1,0
2675,15756472,Odinakachukwu,6,Networks,Male,25,Surat,Base,1,0,1,0
2676,15682890,Woronoff,5,Direct,Male,38,Chennai,None,2,1,1,0
2677,15641994,Meng,4,Direct,Male,43,Hyderabad,None,1,0,1,1
2678,15733297,Sinclair,3,Networks,Female,38,Cochin,None,1,1,1,0
2679,15767793,Hsu,6,Networks,Female,38,Cochin,None,2,0,1,0
2680,15725698,Panicucci,3,Organic,Female,35,Delhi,Base,1,1,1,0
2681,15813532,Burns,4,Networks,Female,39,Chennai,None,2,0,1,0
2682,15576760,Onodugoadiegbemma,4,Direct,Male,36,Chennai,None,2,0,0,0
2683,15732102,Darling,4,Direct,Female,27,Chandigarh,Gold,2,0,1,0
2684,15739046,Maggard,6,Organic,Female,23,Ahmedabad,Silver,1,1,0,0
2685,15631927,Thomas,3,Organic,Female,28,Surat,None,2,0,0,0
2686,15672115,Lettiere,4,Networks,Male,60,New Delhi,None,2,1,1,0
2687,15618765,Ponomaryov,3,Direct,Female,42,Kolkata,None,1,1,0,0
2688,15679148,Oliver,3,Networks,Male,44,Chandigarh,Base,2,0,0,0
2689,15728474,Chienezie,3,Direct,Male,32,Delhi,Base,1,1,1,0
2690,15636999,Mao,2,Networks,Male,38,Mumbai,None,1,1,0,1
2691,15754261,Ho,4,Organic,Male,42,Bangalore,None,2,0,1,0
2692,15629150,Lucchese,5,Networks,Female,37,Hyderabad,None,2,0,1,0
2693,15736274,Prokhorova,5,Networks,Male,31,Mumbai,None,2,0,0,0
2694,15627697,Alekseyeva,4,Networks,Male,34,Bangalore,None,2,1,0,0
2695,15721585,Blacklock,4,Direct,Male,29,Chandigarh,Base,2,1,0,0
2696,15639946,Sazonova,3,Direct,Female,39,Mumbai,Platinum,3,0,1,1
2697,15792176,Henty,4,Organic,Female,40,Kolkata,None,1,1,1,0
2698,15699450,Li,5,Networks,Male,48,Surat,None,2,1,1,0
2699,15729954,Azuka,3,Networks,Female,28,Chennai,None,3,0,1,1
2700,15600103,Alexander,4,Direct,Female,29,Mumbai,None,1,1,1,0
2701,15786200,Brock,3,Networks,Male,31,Delhi,None,2,0,1,0
2702,15797010,Shen,4,Networks,Female,31,Bangalore,None,2,0,1,0
2703,15670172,Padovesi,4,Networks,Female,30,Delhi,Base,1,1,0,0
2704,15627352,Bulgakov,2,Direct,Male,46,Surat,Base,1,0,1,1
2705,15622494,Mazzanti,5,Networks,Male,27,Bangalore,None,2,0,0,0
2706,15585835,Lord,4,Organic,Female,34,Delhi,Base,2,0,1,0
2707,15595071,Ramos,4,Networks,Male,22,Ahmedabad,Gold,1,1,1,0
2708,15628203,Pai,4,Networks,Female,38,Chandigarh,None,1,0,0,0
2709,15667190,Yuan,4,Organic,Female,21,Hyderabad,None,1,1,1,0
2710,15780212,Mao,3,Networks,Male,37,Delhi,Platinum,1,0,0,0
2711,15766869,Uspenskaya,4,Direct,Male,37,Hyderabad,None,2,1,1,0
2712,15775741,Powell,4,Networks,Female,28,Ahmedabad,None,2,1,1,0
2713,15628170,Brown,3,Direct,Female,32,Ahmedabad,None,1,0,1,0
2714,15701318,Poole,5,Organic,Male,67,Ahmedabad,Gold,1,1,0,0
2715,15710928,McChesney,4,Networks,Female,55,Mumbai,Silver,1,1,1,0
2716,15682547,Lucchese,4,Networks,Male,38,Hyderabad,Base,1,1,0,0
2717,15631170,Clements,4,Networks,Male,45,Chandigarh,None,2,1,1,0
2718,15648702,Yuriev,5,Direct,Male,70,New Delhi,Base,2,1,1,0
2719,15783444,Endrizzi,5,Networks,Female,39,Chandigarh,Silver,1,1,0,0
2720,15809178,Pan,3,Direct,Female,42,Ahmedabad,Silver,1,0,1,1
2721,15806688,Manfrin,5,Organic,Female,56,Mumbai,Base,3,1,0,1
2722,15576824,Kennedy,3,Direct,Female,44,Chandigarh,Base,3,1,1,1
2723,15675422,Conway,3,Networks,Female,32,Ahmedabad,Base,1,1,1,0
2724,15681550,Lablanc,4,Networks,Female,41,Mumbai,Base,1,1,1,0
2725,15812628,Dodd,2,Direct,Female,38,Mumbai,Base,1,0,1,0
2726,15597951,Muir,2,Networks,Female,58,Delhi,Base,1,1,1,0
2727,15807045,Milanesi,6,Direct,Female,37,Chandigarh,None,1,0,0,0
2728,15581748,Shen,5,Direct,Male,57,Bangalore,None,2,1,1,0
2729,15770420,Dillon,5,Direct,Male,46,Cochin,None,2,1,1,0
2730,15608230,Hoelscher,4,Networks,Male,23,Hyderabad,None,2,0,1,0
2731,15730339,Bell,4,Organic,Male,30,Chandigarh,Silver,1,0,0,0
2732,15712584,Liao,4,Networks,Female,33,Surat,None,2,1,1,0
2733,15592816,Udokamma,4,Direct,Female,48,Hyderabad,Base,1,0,1,1
2734,15641480,Sinnett,3,Networks,Male,32,Chennai,Silver,1,0,1,0
2735,15708505,Palerma,4,Direct,Female,37,Surat,None,2,1,0,0
2736,15791131,Chimaijem,3,Direct,Female,30,Bangalore,Silver,1,0,1,0
2737,15618225,Porter,5,Direct,Male,36,Mumbai,Base,2,0,1,0
2738,15644724,Fan,2,Networks,Male,31,Delhi,None,2,1,0,0
2739,15662098,Palmer,4,Organic,Male,41,Chandigarh,Silver,3,0,0,1
2740,15723894,Younger,4,Networks,Male,45,Surat,Silver,1,0,0,0
2741,15787699,Burke,4,Direct,Male,34,Delhi,Silver,1,1,1,0
2742,15687738,Nwagugheuzo,3,Networks,Female,38,Mumbai,None,2,0,1,0
2743,15576126,Young,4,Networks,Female,41,Bangalore,Base,1,1,1,0
2744,15658889,Watson,4,Networks,Male,22,Delhi,Silver,1,0,1,1
2745,15667046,Tseng,4,Organic,Male,38,Surat,Base,1,0,1,0
2746,15669957,Drake,4,Direct,Male,52,Ahmedabad,Silver,1,1,1,0
2747,15655794,Hanna,4,Networks,Male,36,Mumbai,None,2,1,1,0
2748,15599829,Padovesi,3,Networks,Female,35,Cochin,None,2,1,1,0
2749,15753332,Loftus,2,Direct,Male,48,Mumbai,Silver,1,0,1,1
2750,15671124,Buccho,3,Networks,Male,25,New Delhi,Base,1,1,1,0
2751,15767474,Lorenzo,2,Networks,Female,57,Ahmedabad,None,3,1,1,1
2752,15720671,Ibezimako,5,Networks,Male,42,Mumbai,Silver,2,1,1,0
2753,15626787,Wei,4,Organic,Female,31,Mumbai,Platinum,1,0,0,1
2754,15774491,Ross,2,Networks,Female,28,New Delhi,None,2,0,0,0
2755,15579647,Oluchukwu,4,Networks,Male,42,Kolkata,None,1,1,1,0
2756,15625522,Walker,4,Organic,Male,31,Surat,None,2,1,0,0
2757,15765806,Wu,2,Networks,Male,29,Hyderabad,Silver,1,1,1,0
2758,15566708,Chidalu,2,Networks,Female,45,Delhi,None,2,0,1,1
2759,15668347,Ingram,4,Networks,Male,36,New Delhi,None,2,0,0,0
2760,15575214,Ch'en,5,Networks,Male,37,Surat,None,1,0,1,0
2761,15591123,Iredale,3,Direct,Male,68,Bangalore,None,1,1,1,0
2762,15573280,Gallagher,4,Direct,Male,50,New Delhi,Silver,2,1,1,0
2763,15589018,Padilla,5,Direct,Male,28,Chandigarh,None,2,1,1,0
2764,15654495,Potter,5,Direct,Female,47,New Delhi,Base,1,1,1,0
2765,15597265,Mao,4,Networks,Male,38,Surat,None,2,1,0,0
2766,15733876,Schneider,4,Networks,Male,36,Ahmedabad,None,2,1,1,0
2767,15677217,Ibragimova,5,Networks,Male,30,Hyderabad,None,1,1,1,0
2768,15747265,Huang,3,Direct,Female,27,Cochin,Platinum,1,1,1,0
2769,15713379,Anderson,4,Networks,Male,26,Delhi,None,2,1,1,0
2770,15730433,Nakayama,3,Direct,Female,38,Hyderabad,Silver,1,0,1,1
2771,15693347,Gardener,4,Networks,Female,32,Chennai,None,2,1,1,0
2772,15715465,Aksenova,5,Direct,Male,28,Surat,None,1,0,1,0
2773,15680736,Milne,3,Direct,Female,72,New Delhi,Base,2,1,1,0
2774,15610765,Onwumelu,3,Networks,Male,29,Hyderabad,None,2,0,0,0
2775,15650034,Kudryashova,3,Networks,Female,28,Hyderabad,None,1,1,1,0
2776,15782468,Hart,6,Organic,Male,51,Chandigarh,Base,2,1,1,1
2777,15685109,Teng,4,Networks,Male,39,Surat,None,2,0,0,0
